,id,condition,Delta,Theta,Alpha,Beta,Gamma,Sum,segment,start,end
1292,17,hard,-84594.33333333334,8311.433333333334,-1022.4666666666672,-6155.4666666666635,1152.0666666666666,36.0,7.0,181.0,210.0
1294,17,mindfulness,75231.46666666665,31512.33333333333,59194.76666666666,-65.6666666666606,-1424.4666666666672,45.0,7.0,181.0,210.0
1295,18,art,555.2666666666664,-2333.400000000005,-5018.133333333335,-3215.633333333333,-271.0,35.0,7.0,181.0,210.0
1296,18,easy,180289.76666666666,68751.23333333332,17647.300000000003,11966.599999999999,8431.133333333333,36.0,7.0,181.0,210.0
1297,18,flow,138071.4,31742.03333333333,6889.233333333337,22990.86666666667,15669.466666666665,36.0,7.0,181.0,210.0
1298,18,free_recall,165648.46666666667,9092.899999999998,7187.933333333334,2913.0666666666657,179.40000000000055,40.0,7.0,181.0,210.0
1299,18,hard,114580.23333333334,9411.399999999998,2296.533333333333,9574.766666666666,4911.833333333334,36.0,7.0,181.0,210.0
1301,18,mindfulness,200149.1666666667,6341.366666666665,24644.9,27023.699999999997,11008.133333333333,41.0,7.0,181.0,210.0
1302,19,art,-261420.53333333335,-32468.40000000001,-2074.0666666666657,6857.566666666662,-1968.166666666666,42.0,7.0,181.0,210.0
1303,19,easy,-318661.2333333334,2881.5666666666657,-6796.76666666667,-2724.966666666667,-4522.166666666666,42.0,7.0,181.0,210.0
1304,19,flow,-337291.1666666667,-12090.800000000003,-12419.80000000001,-411.56666666666933,-2423.7999999999993,30.0,7.0,181.0,210.0
1305,19,free_recall,-210678.6666666667,-5200.333333333343,-10147.733333333337,-2019.5333333333328,-1972.166666666666,41.0,7.0,181.0,210.0
1306,19,hard,-255075.0666666667,-3746.866666666654,-11111.599999999999,23142.666666666668,6081.166666666668,26.0,7.0,181.0,210.0
1308,19,mindfulness,-435091.7666666667,-75583.76666666666,91569.53333333333,-5171.6,-7985.5,45.0,7.0,181.0,210.0
1309,20,art,-71112.26666666666,11734.700000000012,-7976.099999999991,-12993.233333333337,-311.0333333333292,34.0,7.0,181.0,210.0
1310,20,easy,150258.06666666665,45902.50000000003,9043.466666666674,3508.1333333333314,-5465.433333333327,31.0,7.0,181.0,210.0
1311,20,flow,661690.4999999998,205234.4666666667,29365.76666666667,2237.966666666667,35295.466666666674,29.0,7.0,181.0,210.0
1312,20,free_recall,345640.6666666667,54458.33333333334,5.166666666671517,21375.933333333334,21409.16666666667,33.0,7.0,181.0,210.0
1313,20,hard,232826.10000000003,71183.90000000002,17380.200000000004,14840.799999999988,4278.466666666671,26.0,7.0,181.0,210.0
1315,20,mindfulness,45240.40000000002,925.7333333333372,-6103.266666666663,5367.73333333333,2529.3666666666722,31.0,7.0,181.0,210.0
1316,21,art,-85875.73333333335,-9679.666666666679,11189.0,19972.0,13781.33333333333,41.0,7.0,181.0,210.0
1317,21,easy,81078.53333333333,2200.033333333333,3446.7999999999956,5509.0999999999985,2429.466666666667,36.0,7.0,181.0,210.0
1318,21,flow,-95378.16666666667,11813.899999999994,11035.766666666663,6116.700000000001,7037.333333333332,23.0,7.0,181.0,210.0
1319,21,free_recall,-155004.93333333335,-21593.133333333335,-1670.9666666666672,7884.3333333333285,2337.199999999999,31.0,7.0,181.0,210.0
1320,21,hard,26040.5,5444.466666666667,6624.5,3269.3333333333285,2403.1000000000004,19.0,7.0,181.0,210.0
1322,21,mindfulness,-163162.46666666667,-7989.333333333336,30391.23333333333,9215.866666666665,608.1666666666661,31.0,7.0,181.0,210.0
1323,22,art,5391.466666666674,-5235.1666666666715,-1712.3666666666686,16732.06666666667,14560.333333333332,37.0,7.0,181.0,210.0
1324,22,easy,307444.1666666666,41458.13333333332,21657.4,38079.73333333332,21206.43333333333,41.0,7.0,181.0,210.0
1325,22,flow,-23315.833333333314,-5200.833333333343,-1799.1333333333387,2223.9333333333343,6565.133333333332,40.0,7.0,181.0,210.0
1326,22,free_recall,43228.86666666667,-3142.300000000003,5439.433333333334,5152.5,6363.400000000001,28.0,7.0,181.0,210.0
1327,22,hard,-103539.46666666665,-43768.200000000004,-11091.033333333336,-2909.1333333333314,1769.999999999999,39.0,7.0,181.0,210.0
1329,22,mindfulness,125995.26666666669,37305.03333333331,73705.79999999999,31656.8,20105.733333333334,41.0,7.0,181.0,210.0
1330,23,art,-252868.03333333344,-14666.200000000012,10789.600000000006,21378.066666666666,2196.599999999995,40.0,7.0,181.0,210.0
1331,23,easy,-94691.26666666672,119921.13333333333,80071.23333333334,6005.333333333336,53098.33333333333,36.0,7.0,181.0,210.0
1332,23,flow,-63723.66666666686,274087.23333333334,61599.999999999985,7586.533333333333,47021.13333333333,34.0,7.0,181.0,210.0
1333,23,free_recall,-155170.53333333333,58145.766666666634,38148.23333333335,32273.699999999997,6092.666666666661,30.0,7.0,181.0,210.0
1334,23,hard,-365040.06666666677,109894.79999999996,4826.100000000006,-20172.7,21966.666666666668,22.0,7.0,181.0,210.0
1336,23,mindfulness,-219517.7333333334,40858.466666666616,11250.400000000009,13551.73333333333,2197.2999999999993,35.0,7.0,181.0,210.0
1337,24,art,85822.13333333335,4650.4000000000015,-5114.599999999995,-109.46666666666715,1325.7333333333336,36.0,7.0,181.0,210.0
1338,24,easy,92301.7,19870.433333333334,470.9000000000051,12007.666666666666,9951.633333333333,33.0,7.0,181.0,210.0
1339,24,flow,161810.13333333336,22130.533333333333,10317.400000000005,4133.6,576.8000000000002,31.0,7.0,181.0,210.0
1340,24,free_recall,44035.999999999985,-615.3333333333358,-9437.799999999996,-5942.933333333334,-2082.233333333333,27.0,7.0,181.0,210.0
1341,24,hard,160139.1666666667,30268.69999999999,5116.566666666673,136.1999999999989,1502.9666666666672,25.0,7.0,181.0,210.0
1343,24,mindfulness,-18510.533333333326,-3830.4000000000015,-1967.5666666666657,-5199.300000000001,-1385.5,34.0,7.0,181.0,210.0
1344,25,art,-499149.9666666667,-29312.033333333326,-3764.899999999987,-8184.133333333335,-4117.166666666667,35.0,7.0,181.0,210.0
1345,25,easy,-272409.5333333333,26653.16666666667,4480.966666666674,5449.733333333326,664.7666666666664,29.0,7.0,181.0,210.0
1346,25,flow,-330523.5,189.2000000000262,24517.633333333346,15331.866666666665,19073.233333333334,32.0,7.0,181.0,210.0
1347,25,free_recall,-483642.8666666667,-11463.133333333346,24568.93333333335,-1474.7000000000007,-3018.9333333333334,34.0,7.0,181.0,210.0
1348,25,hard,2128.3666666666977,25262.066666666666,13521.700000000012,24030.466666666656,1858.166666666666,28.0,7.0,181.0,210.0
1350,25,mindfulness,-409817.1666666667,-49949.366666666654,-1787.399999999987,-13236.0,-4085.8,35.0,7.0,181.0,210.0
1351,26,art,-238429.1666666667,-24276.766666666663,7410.966666666667,-14711.500000000004,-11813.599999999999,31.0,7.0,181.0,210.0
1352,26,easy,-12246.166666666686,-25816.299999999996,-253.3666666666686,-6939.066666666669,-4792.199999999999,28.0,7.0,181.0,210.0
1353,26,flow,-267451.6666666667,-39497.23333333333,-16569.26666666667,-17915.033333333333,-13364.8,26.0,7.0,181.0,210.0
1354,26,free_recall,96921.6333333333,-11827.099999999991,36993.56666666667,6122.933333333334,-4171.5,31.0,7.0,181.0,210.0
1355,26,hard,-262489.60000000003,-40665.53333333333,-16435.733333333334,-9542.433333333334,-8995.633333333333,29.0,7.0,181.0,210.0
1357,26,mindfulness,-222562.2666666667,-46239.066666666666,128168.4,-18256.36666666667,-15165.8,24.0,7.0,181.0,210.0
1358,27,art,-293442.6333333333,-18747.200000000004,-9194.466666666667,5439.4333333333325,3548.566666666666,45.0,7.0,181.0,210.0
1359,27,easy,-159372.73333333334,-244.96666666667443,-9358.266666666663,3190.5666666666675,2425.2999999999997,37.0,7.0,181.0,210.0
1360,27,flow,-183683.40000000002,-4751.066666666666,-15805.333333333328,2751.0,2013.4666666666667,39.0,7.0,181.0,210.0
1361,27,free_recall,-121015.66666666669,31178.499999999985,-12071.766666666663,2260.800000000001,1083.6333333333328,43.0,7.0,181.0,210.0
1362,27,hard,-341517.43333333335,-29477.500000000007,-18819.966666666667,-2712.7666666666682,68.4666666666667,22.0,7.0,181.0,210.0
1364,27,mindfulness,-239077.43333333338,-12624.366666666669,-7038.73333333333,608.5,-1128.7333333333336,24.0,7.0,181.0,210.0
1365,28,art,-167447.40000000002,-1269.4000000000015,-6390.966666666667,-13963.166666666672,-9590.766666666668,42.0,7.0,181.0,210.0
1366,28,easy,-69453.83333333334,-2881.5999999999985,403.59999999999854,-9133.166666666672,-7967.833333333334,32.0,7.0,181.0,210.0
1367,28,flow,-24805.900000000023,19727.16666666667,-426.83333333333576,-16126.500000000004,-12683.100000000002,38.0,7.0,181.0,210.0
1368,28,free_recall,-273490.3666666667,-28676.299999999996,-12349.533333333333,-20961.000000000004,-13848.966666666667,37.0,7.0,181.0,210.0
1369,28,hard,218355.8333333333,27434.566666666666,-3745.2666666666664,-14092.166666666672,-10362.600000000002,39.0,7.0,181.0,210.0
1371,28,mindfulness,-269705.76666666666,-20499.966666666664,361.96666666666715,-16689.26666666667,-12150.733333333334,36.0,7.0,181.0,210.0
1372,1,art,-464111.93333333335,-87664.66666666667,-35825.433333333334,-16404.566666666666,528.6000000000004,43.0,8.0,211.0,240.0
1373,1,easy,-308197.7666666667,-77344.36666666667,-30660.9,-18515.86666666667,-199.26666666666642,38.0,8.0,211.0,240.0
1374,1,flow,-451270.93333333335,-77049.56666666668,-28028.233333333334,-18057.36666666667,-1570.2999999999993,36.0,8.0,211.0,240.0
1375,1,free_recall,-315681.00000000006,-47178.66666666667,-8545.566666666666,-11379.100000000002,2254.300000000001,27.0,8.0,211.0,240.0
1376,1,hard,-210213.93333333335,-45414.8,-17274.76666666667,-12667.033333333336,-1942.999999999999,27.0,8.0,211.0,240.0
1378,1,mindfulness,-144720.13333333336,-33883.63333333333,9261.333333333336,-4865.633333333331,-78.36666666666679,36.0,8.0,211.0,240.0
1379,2,art,68672.93333333332,38383.433333333334,18754.43333333333,9823.466666666665,7196.333333333333,33.0,8.0,211.0,240.0
1380,2,easy,151075.96666666667,63303.40000000001,18748.73333333333,9834.833333333334,3409.6000000000004,40.0,8.0,211.0,240.0
1381,2,flow,275610.6666666667,72717.76666666668,34928.23333333333,16849.300000000003,8303.466666666667,36.0,8.0,211.0,240.0
1382,2,free_recall,-8734.133333333333,1614.0,49216.433333333334,2872.1000000000004,1599.5,37.0,8.0,211.0,240.0
1383,2,hard,128225.70000000001,104465.90000000001,30483.36666666666,12938.4,2418.5333333333338,37.0,8.0,211.0,240.0
1385,2,mindfulness,59846.46666666667,-3551.6666666666606,61414.63333333333,4837.133333333333,5417.066666666667,40.0,8.0,211.0,240.0
1386,3,art,37824.833333333336,13887.433333333334,18939.499999999996,5501.700000000001,3379.266666666667,42.0,8.0,211.0,240.0
1387,3,easy,208919.06666666668,58900.933333333334,23321.8,7432.633333333331,4486.866666666667,33.0,8.0,211.0,240.0
1388,3,flow,58502.899999999994,15918.966666666667,15517.599999999999,12277.333333333328,11147.200000000003,39.0,8.0,211.0,240.0
1389,3,free_recall,59829.433333333334,6652.100000000002,11544.7,1831.6000000000004,1275.5000000000005,39.0,8.0,211.0,240.0
1390,3,hard,165643.5,44955.066666666666,18604.73333333333,10617.066666666666,7192.466666666665,33.0,8.0,211.0,240.0
1392,3,mindfulness,-1301.8666666666686,83.3666666666686,3565.6666666666642,2632.4333333333325,-687.4333333333334,36.0,8.0,211.0,240.0
1393,4,art,446810.76666666666,143173.06666666668,-7435.100000000006,7970.0,537.3000000000002,41.0,8.0,211.0,240.0
1394,4,easy,120707.36666666667,31372.200000000004,-10759.633333333339,49946.9,3022.600000000002,35.0,8.0,211.0,240.0
1395,4,flow,182825.86666666667,57855.7,-31791.833333333336,2038.466666666669,417.60000000000036,37.0,8.0,211.0,240.0
1396,4,free_recall,16248.966666666674,6640.5999999999985,15415.900000000001,3729.600000000002,-767.4333333333334,42.0,8.0,211.0,240.0
1397,4,hard,199391.8,72092.76666666666,-23164.200000000004,5165.066666666669,-169.66666666666606,34.0,8.0,211.0,240.0
1399,4,mindfulness,45424.43333333334,15185.5,-12716.5,4661.133333333331,1028.4333333333334,40.0,8.0,211.0,240.0
1400,5,art,98783.73333333335,8797.633333333331,9434.966666666667,6869.633333333333,4440.233333333334,41.0,8.0,211.0,240.0
1401,5,easy,130769.16666666667,46029.6,18325.633333333335,6291.133333333333,1268.0,34.0,8.0,211.0,240.0
1402,5,flow,-2332.066666666664,24863.0,7334.433333333334,1942.4666666666672,111.59999999999991,27.0,8.0,211.0,240.0
1403,5,free_recall,98524.53333333333,40641.26666666667,22507.5,5803.566666666666,3869.833333333333,28.0,8.0,211.0,240.0
1404,5,hard,79708.3,31112.166666666657,4063.0,1940.1333333333332,398.33333333333303,22.0,8.0,211.0,240.0
1406,5,mindfulness,24094.13333333333,20660.1,24569.033333333333,157.3666666666668,-455.36666666666633,42.0,8.0,211.0,240.0
1407,6,art,-157532.5,-18818.233333333337,1526.7333333333336,10516.233333333334,8683.733333333334,42.0,8.0,211.0,240.0
1408,6,easy,24476.333333333343,12705.566666666666,14415.73333333333,21928.56666666667,5004.966666666667,39.0,8.0,211.0,240.0
1409,6,flow,125472.26666666666,31365.799999999996,8568.7,1851.0999999999985,-552.7333333333336,36.0,8.0,211.0,240.0
1410,6,free_recall,-176998.3,-19407.700000000004,31610.166666666664,12998.666666666668,5925.199999999999,36.0,8.0,211.0,240.0
1411,6,hard,-110304.99999999999,9521.399999999994,35440.86666666667,32976.966666666674,5662.266666666666,36.0,8.0,211.0,240.0
1413,6,mindfulness,-174482.5,-18870.233333333337,711.9333333333343,7694.0999999999985,3060.333333333334,41.0,8.0,211.0,240.0
1414,7,art,66809.86666666668,23903.73333333333,-87250.03333333333,4500.833333333332,14696.233333333332,39.0,8.0,211.0,240.0
1415,7,easy,999549.6333333332,385433.6666666667,63587.20000000001,68138.16666666666,69494.43333333333,28.0,8.0,211.0,240.0
1416,7,flow,950674.4666666668,286033.76666666666,-17832.833333333314,30636.46666666667,40762.46666666667,33.0,8.0,211.0,240.0
1417,7,free_recall,220587.23333333334,28139.0,-64793.29999999999,9893.166666666668,10274.3,21.0,8.0,211.0,240.0
1418,7,hard,595191.1666666666,133922.66666666666,-71151.29999999999,16645.9,27417.800000000003,31.0,8.0,211.0,240.0
1420,7,mindfulness,37901.76666666666,26392.833333333336,-6479.6999999999825,1683.3666666666668,3873.9666666666667,25.0,8.0,211.0,240.0
1421,8,art,12966.766666666648,27817.066666666666,-17671.73333333333,-1404.2000000000044,-1652.8999999999996,38.0,8.0,211.0,240.0
1422,8,easy,126179.49999999999,52663.4,-16546.533333333326,-3373.9333333333343,-3378.7666666666664,37.0,8.0,211.0,240.0
1423,8,flow,118105.63333333329,97003.79999999999,4471.76666666667,1546.5999999999985,-13.83333333333394,39.0,8.0,211.0,240.0
1424,8,free_recall,-99898.33333333334,-2131.8333333333358,-5475.333333333321,-6598.466666666665,-3425.9333333333334,33.0,8.0,211.0,240.0
1425,8,hard,94050.83333333333,71572.86666666667,20070.100000000006,-7387.833333333332,-3403.9666666666662,36.0,8.0,211.0,240.0
1427,8,mindfulness,68657.03333333334,93020.33333333334,24977.03333333334,-3795.899999999998,-4841.8,44.0,8.0,211.0,240.0
1428,9,art,201276.73333333337,21307.066666666666,-40705.43333333335,17784.76666666667,15154.366666666667,40.0,8.0,211.0,240.0
1429,9,easy,865368.6666666667,204237.26666666666,-14485.966666666674,30897.399999999994,30883.5,34.0,8.0,211.0,240.0
1430,9,flow,981689.6333333334,230288.06666666668,-9569.300000000003,48279.76666666668,36163.76666666667,32.0,8.0,211.0,240.0
1431,9,free_recall,262685.4,3474.466666666667,-29701.13333333334,9786.233333333337,12211.233333333328,43.0,8.0,211.0,240.0
1432,9,hard,420491.1666666666,48734.533333333355,-34850.16666666668,14832.966666666667,15138.33333333333,25.0,8.0,211.0,240.0
1434,9,mindfulness,455352.19999999995,90648.96666666667,21322.79999999999,33226.03333333334,20075.433333333334,43.0,8.0,211.0,240.0
1435,10,art,771279.0666666667,271726.7333333333,89832.2,51428.666666666664,56227.73333333334,36.0,8.0,211.0,240.0
1436,10,easy,13350.199999999997,33458.46666666666,5553.933333333331,-3987.5333333333365,-6645.033333333336,39.0,8.0,211.0,240.0
1437,10,flow,124459.89999999997,83113.16666666667,28253.000000000004,3725.7000000000007,-4624.033333333336,39.0,8.0,211.0,240.0
1438,10,free_recall,-41936.33333333333,-7839.700000000001,-10431.7,-2170.600000000002,-7416.166666666669,38.0,8.0,211.0,240.0
1439,10,hard,-7539.333333333336,26636.73333333333,8111.733333333334,-2660.4000000000015,-7024.700000000003,37.0,8.0,211.0,240.0
1441,10,mindfulness,-40609.63333333333,1704.6666666666642,16436.633333333328,-1137.3333333333358,-6615.700000000002,41.0,8.0,211.0,240.0
1442,11,art,-23905.1,-4975.5333333333365,-2425.8666666666613,-11499.599999999995,-8353.733333333334,45.0,8.0,211.0,240.0
1443,11,easy,23996.6,7509.100000000002,-6672.199999999997,-11225.733333333328,-7325.633333333332,43.0,8.0,211.0,240.0
1444,11,flow,-16326.699999999997,-1421.9333333333343,1167.1000000000022,-7217.899999999998,-4956.033333333333,43.0,8.0,211.0,240.0
1445,11,free_recall,-28302.966666666667,-2562.600000000002,29859.16666666667,-13468.03333333333,-9778.2,42.0,8.0,211.0,240.0
1446,11,hard,70180.96666666667,8795.766666666666,-2331.7999999999956,-1260.1333333333278,-1669.3666666666668,40.0,8.0,211.0,240.0
1448,11,mindfulness,216165.4,45238.066666666666,64578.466666666674,2577.7000000000044,4929.4333333333325,45.0,8.0,211.0,240.0
1449,12,art,95057.23333333332,29267.533333333336,-33381.1,3865.866666666667,2977.833333333333,43.0,8.0,211.0,240.0
1450,12,easy,323884.76666666666,64322.46666666666,-29698.43333333334,317.40000000000146,1872.6333333333332,30.0,8.0,211.0,240.0
1451,12,flow,24874.699999999997,3835.8333333333358,-42218.433333333334,2764.699999999999,2766.033333333333,34.0,8.0,211.0,240.0
1452,12,free_recall,84336.03333333333,21301.100000000002,17894.33333333333,4921.666666666666,5048.900000000001,38.0,8.0,211.0,240.0
1453,12,hard,82794.46666666669,29207.799999999992,-40013.566666666666,4813.766666666668,6290.933333333333,22.0,8.0,211.0,240.0
1455,12,mindfulness,7789.433333333329,5090.233333333334,23869.66666666667,2120.000000000002,1191.333333333333,38.0,8.0,211.0,240.0
1456,13,art,-20347.56666666668,36485.333333333336,-19567.333333333336,-3228.333333333332,2197.7666666666664,45.0,8.0,211.0,240.0
1457,13,easy,50511.13333333333,9700.966666666667,-14257.433333333334,-4184.0999999999985,-1131.6333333333332,40.0,8.0,211.0,240.0
1458,13,flow,287635.70000000007,53748.26666666667,6875.0999999999985,5119.5,1884.2333333333336,40.0,8.0,211.0,240.0
1459,13,free_recall,107789.63333333333,15824.199999999997,-13107.0,-500.7333333333336,240.03333333333285,38.0,8.0,211.0,240.0
1460,13,hard,35854.49999999997,33047.06666666667,-8492.233333333337,723.4333333333343,949.5999999999995,37.0,8.0,211.0,240.0
1462,13,mindfulness,-155468.60000000003,-7730.833333333336,-20031.166666666668,2659.633333333335,1046.6333333333332,41.0,8.0,211.0,240.0
1463,14,art,26145.233333333337,9520.433333333334,-35276.83333333333,12498.833333333332,11444.9,42.0,8.0,211.0,240.0
1464,14,easy,38960.03333333333,11352.5,-45438.933333333334,-808.7666666666664,-285.96666666666624,40.0,8.0,211.0,240.0
1465,14,flow,4359.299999999999,5249.933333333334,-45099.166666666664,981.9333333333325,1006.6999999999998,37.0,8.0,211.0,240.0
1466,14,free_recall,3468.2666666666664,3790.2000000000007,-2744.0666666666657,2251.2333333333336,798.6999999999998,35.0,8.0,211.0,240.0
1467,14,hard,45054.3,21142.46666666667,-42202.933333333334,2847.7666666666664,3105.833333333333,36.0,8.0,211.0,240.0
1469,14,mindfulness,45202.86666666667,21175.533333333336,-2874.3666666666686,3458.7333333333336,3027.0,41.0,8.0,211.0,240.0
1470,15,art,215748.23333333328,26735.76666666667,-4525.800000000003,17771.13333333334,5194.866666666669,43.0,8.0,211.0,240.0
1471,15,easy,57666.03333333334,24790.16666666667,-20514.800000000003,9881.833333333334,5138.966666666667,37.0,8.0,211.0,240.0
1472,15,flow,70542.76666666666,59291.0,-12914.133333333339,8945.633333333333,2050.533333333333,35.0,8.0,211.0,240.0
1473,15,free_recall,30425.399999999998,4291.6666666666715,-1272.300000000003,3429.633333333333,3458.3666666666686,40.0,8.0,211.0,240.0
1474,15,hard,189540.8,72994.66666666667,-11308.700000000004,15623.599999999997,4200.5666666666675,32.0,8.0,211.0,240.0
1476,15,mindfulness,14275.43333333333,7633.5,7393.23333333333,3327.7333333333354,-411.46666666666624,45.0,8.0,211.0,240.0
1477,16,art,309784.60000000003,62821.066666666666,5510.833333333321,23996.700000000004,12596.93333333333,45.0,8.0,211.0,240.0
1478,16,easy,380322.1666666667,174727.73333333334,16166.066666666666,14818.266666666665,6519.099999999999,41.0,8.0,211.0,240.0
1479,16,flow,482211.7,183362.46666666667,44700.43333333333,29796.6,7960.900000000001,45.0,8.0,211.0,240.0
1480,16,free_recall,61433.96666666666,66392.8,2571.266666666663,2633.0,4279.433333333332,45.0,8.0,211.0,240.0
1481,16,hard,627465.0666666667,143389.36666666667,18677.433333333334,26020.700000000004,6367.866666666668,35.0,8.0,211.0,240.0
1483,16,mindfulness,2799.633333333335,7010.299999999999,-1451.9666666666672,1712.666666666666,-1234.0999999999995,45.0,8.0,211.0,240.0
1484,17,art,36386.43333333335,38957.2,-1487.73333333333,3666.2999999999956,12430.899999999998,45.0,8.0,211.0,240.0
1485,17,easy,-29995.166666666628,19204.066666666666,14592.099999999999,3297.266666666663,-3569.5666666666693,37.0,8.0,211.0,240.0
1486,17,flow,-286900.1333333333,-27983.36666666667,-18158.866666666665,-11176.666666666672,-11134.900000000001,26.0,8.0,211.0,240.0
1487,17,free_recall,302381.4000000001,51233.63333333332,8700.0,10405.666666666664,20932.633333333335,39.0,8.0,211.0,240.0
1488,17,hard,-55937.533333333326,-25527.76666666667,-15724.133333333331,-13004.600000000002,-13195.033333333335,36.0,8.0,211.0,240.0
1490,17,mindfulness,-222379.96666666665,-33646.333333333336,13317.133333333331,-18223.833333333336,-13618.7,45.0,8.0,211.0,240.0
1491,18,art,23620.266666666663,6266.433333333323,-4976.399999999998,-1856.0999999999985,920.5666666666666,35.0,8.0,211.0,240.0
1492,18,easy,165557.40000000002,35794.59999999999,8646.033333333336,3964.5666666666657,4853.299999999999,36.0,8.0,211.0,240.0
1493,18,flow,132946.46666666667,36852.26666666666,9365.066666666666,19013.166666666668,18107.733333333334,36.0,8.0,211.0,240.0
1494,18,free_recall,-74124.43333333333,-11552.133333333335,2087.8666666666686,610.0333333333328,250.26666666666642,40.0,8.0,211.0,240.0
1495,18,hard,2040.1333333333168,10305.733333333334,5224.733333333334,8628.133333333331,7684.533333333333,36.0,8.0,211.0,240.0
1497,18,mindfulness,-42679.86666666667,9557.966666666664,11336.000000000004,5497.100000000002,7344.1,41.0,8.0,211.0,240.0
1498,19,art,-240537.63333333333,-46620.666666666664,-7246.699999999997,-7687.799999999999,-8421.3,42.0,8.0,211.0,240.0
1499,19,easy,-163070.3,13763.300000000003,-14896.999999999996,-7543.199999999997,-9342.8,42.0,8.0,211.0,240.0
1500,19,flow,-106475.53333333333,16488.666666666686,6306.066666666673,14515.033333333333,22860.100000000002,30.0,8.0,211.0,240.0
1501,19,free_recall,-178354.53333333333,-43490.96666666667,11302.900000000001,-13441.266666666665,-10667.566666666666,41.0,8.0,211.0,240.0
1502,19,hard,-79603.46666666665,8461.53333333334,-15080.499999999996,8014.333333333336,-1507.4333333333325,26.0,8.0,211.0,240.0
1504,19,mindfulness,-187851.16666666663,-38012.0,50029.39999999999,-7994.466666666667,-9127.366666666667,45.0,8.0,211.0,240.0
1505,20,art,-198025.8,-20533.166666666664,-5943.833333333332,-9845.366666666669,1462.0333333333328,34.0,8.0,211.0,240.0
1506,20,easy,246182.26666666666,45424.06666666667,17581.666666666668,7552.533333333333,1196.4666666666672,31.0,8.0,211.0,240.0
1507,20,flow,727527.1666666667,214018.6333333333,108668.29999999999,30040.699999999997,73243.50000000001,29.0,8.0,211.0,240.0
1508,20,free_recall,318977.3333333333,71354.53333333333,16585.866666666665,18716.26666666667,28572.0,33.0,8.0,211.0,240.0
1509,20,hard,299195.1666666667,128134.23333333334,28760.799999999992,24229.566666666666,14481.733333333337,26.0,8.0,211.0,240.0
1511,20,mindfulness,148267.33333333337,73022.16666666666,7200.733333333334,10677.466666666667,12812.5,31.0,8.0,211.0,240.0
1512,21,art,177704.3,19091.56666666668,7190.800000000003,35079.16666666667,35476.86666666667,41.0,8.0,211.0,240.0
1513,21,easy,-59892.13333333336,-22541.866666666654,-14548.2,-2345.1666666666642,1975.499999999999,36.0,8.0,211.0,240.0
1514,21,flow,98843.0,11598.200000000012,667.2666666666701,1812.8666666666686,5112.633333333334,23.0,8.0,211.0,240.0
1515,21,free_recall,-95426.83333333334,-15819.333333333321,-4839.5999999999985,4978.466666666667,5144.733333333333,31.0,8.0,211.0,240.0
1516,21,hard,-53462.73333333334,-17164.533333333326,-13044.900000000001,-1780.0333333333328,5512.699999999998,19.0,8.0,211.0,240.0
1518,21,mindfulness,-132280.93333333335,-24660.866666666654,22147.6,2481.26666666667,-590.7333333333336,31.0,8.0,211.0,240.0
1519,22,art,-30906.766666666663,7123.0999999999985,16661.233333333337,16131.03333333333,13758.266666666666,37.0,8.0,211.0,240.0
1520,22,easy,175888.0,51752.399999999994,21220.16666666667,34624.8,24821.666666666668,41.0,8.0,211.0,240.0
1521,22,flow,-42767.86666666667,18063.066666666666,4593.799999999999,7756.799999999999,4201.066666666667,40.0,8.0,211.0,240.0
1522,22,free_recall,98576.53333333333,11827.26666666667,750.3666666666686,1363.5666666666693,-545.1333333333332,28.0,8.0,211.0,240.0
1523,22,hard,-19528.033333333326,16360.5,6137.9000000000015,4949.5,6141.7,39.0,8.0,211.0,240.0
1525,22,mindfulness,25810.43333333335,3495.73333333333,10024.366666666669,1432.7333333333336,-1445.3666666666668,41.0,8.0,211.0,240.0
1526,23,art,83872.40000000002,9717.666666666686,27413.26666666665,17442.13333333334,4029.233333333337,40.0,8.0,211.0,240.0
1527,23,easy,1721.9000000000233,266089.1,75194.23333333334,10102.400000000001,94062.36666666667,36.0,8.0,211.0,240.0
1528,23,flow,-106457.19999999995,72043.99999999997,10642.199999999997,-23392.833333333336,30054.000000000007,34.0,8.0,211.0,240.0
1529,23,free_recall,-63445.533333333326,-15716.833333333314,-18496.300000000003,-4234.966666666667,-5203.199999999997,30.0,8.0,211.0,240.0
1530,23,hard,-186297.5,114397.50000000003,14363.366666666669,-16191.266666666663,24722.300000000003,22.0,8.0,211.0,240.0
1532,23,mindfulness,137790.19999999995,10149.200000000012,1374.3999999999942,7743.500000000007,492.70000000000437,35.0,8.0,211.0,240.0
1533,24,art,53854.7,-5720.5,-774.0,1735.0999999999985,97.39999999999964,36.0,8.0,211.0,240.0
1534,24,easy,244984.43333333335,21795.933333333338,9208.833333333332,7350.299999999997,4736.233333333333,33.0,8.0,211.0,240.0
1535,24,flow,168292.43333333332,39697.76666666666,11285.0,2195.2999999999975,-641.2333333333336,31.0,8.0,211.0,240.0
1536,24,free_recall,61136.933333333334,-4846.366666666665,-6855.033333333333,-5459.366666666668,-3436.433333333334,27.0,8.0,211.0,240.0
1537,24,hard,135895.46666666667,18945.233333333326,6302.433333333334,-113.70000000000255,177.53333333333285,25.0,8.0,211.0,240.0
1539,24,mindfulness,-18352.733333333334,-16880.6,-4053.866666666667,-5464.933333333334,-2798.0000000000005,34.0,8.0,211.0,240.0
