,id,condition,Delta,Theta,Alpha,Beta,Gamma,Sum,segment,start,end
293,14,mindfulness,-17078.833333333332,-745.5,-6890.133333333339,-597.6666666666679,168.9333333333334,41.0,2.0,31.0,60.0
294,15,art,1527.8666666666613,8654.199999999997,-19791.633333333324,-22074.7,-13565.799999999997,43.0,2.0,31.0,60.0
295,15,easy,30268.499999999993,8913.333333333336,-17905.399999999994,-9293.466666666667,-10624.8,37.0,2.0,31.0,60.0
296,15,flow,80099.76666666666,40885.23333333334,-13116.099999999991,-13115.366666666665,-12425.499999999998,35.0,2.0,31.0,60.0
297,15,free_recall,129021.83333333331,26401.700000000004,8514.5,-3619.5999999999985,-1566.866666666665,40.0,2.0,31.0,60.0
298,15,hard,250639.33333333334,67263.86666666667,-10565.099999999991,-14384.399999999998,-8915.3,32.0,2.0,31.0,60.0
300,15,mindfulness,189712.66666666666,53856.0,12489.700000000012,10923.900000000001,7664.433333333334,45.0,2.0,31.0,60.0
301,16,art,179278.40000000002,44855.66666666667,-35106.0,8027.066666666666,-3210.2333333333336,45.0,2.0,31.0,60.0
302,16,easy,267540.1666666667,17770.499999999985,-54748.0,6248.9000000000015,-390.60000000000036,41.0,2.0,31.0,60.0
303,16,flow,139159.2,111561.7,-38272.700000000004,7921.9666666666635,-2182.533333333333,45.0,2.0,31.0,60.0
304,16,free_recall,-88594.43333333332,-52156.63333333333,-72692.63333333333,-9594.0,-9040.4,45.0,2.0,31.0,60.0
305,16,hard,326156.4,9434.566666666666,-49733.53333333333,14309.166666666668,-3283.7999999999993,35.0,2.0,31.0,60.0
307,16,mindfulness,55469.3,-43405.46666666667,-58087.200000000004,-3643.033333333333,-5616.2,45.0,2.0,31.0,60.0
308,17,art,390127.1666666666,55816.23333333333,-4411.166666666664,-6499.166666666668,3275.0666666666675,45.0,2.0,31.0,60.0
309,17,easy,265476.6666666666,39704.866666666676,-4785.733333333337,182.5666666666657,-2227.533333333333,37.0,2.0,31.0,60.0
310,17,flow,35329.899999999994,2657.26666666667,-11554.933333333334,-2175.3666666666686,-948.1000000000004,26.0,2.0,31.0,60.0
311,17,free_recall,400639.1666666666,33599.76666666667,28948.13333333334,4435.23333333333,-779.2999999999993,39.0,2.0,31.0,60.0
312,17,hard,1817.8999999999942,1683.7333333333372,-9246.800000000003,-8333.933333333334,-1735.2333333333336,36.0,2.0,31.0,60.0
314,17,mindfulness,183659.4,10138.833333333336,41042.333333333336,-13007.100000000002,-6033.466666666666,45.0,2.0,31.0,60.0
315,18,art,111691.3333333333,-16216.066666666666,-9724.43333333333,1615.2000000000007,4006.7000000000007,35.0,2.0,31.0,60.0
316,18,easy,77358.46666666666,5479.666666666664,-10223.266666666663,2667.4666666666635,3398.833333333334,36.0,2.0,31.0,60.0
317,18,flow,128121.09999999996,7439.333333333336,-6063.366666666661,24794.46666666666,22811.2,36.0,2.0,31.0,60.0
318,18,free_recall,29141.533333333355,2455.800000000003,-8773.499999999996,3068.899999999998,1782.1333333333314,40.0,2.0,31.0,60.0
319,18,hard,235610.6666666667,57361.29999999998,8254.400000000001,23200.533333333333,17620.533333333333,36.0,2.0,31.0,60.0
321,18,mindfulness,232657.83333333337,37515.299999999996,8505.26666666667,27034.13333333333,16813.33333333333,41.0,2.0,31.0,60.0
322,19,art,-169022.7,-9083.299999999988,-55288.166666666686,-8497.166666666668,-6390.899999999999,42.0,2.0,31.0,60.0
323,19,easy,61338.06666666668,-9235.899999999994,-53590.433333333356,-5891.133333333335,-1407.5333333333328,42.0,2.0,31.0,60.0
324,19,flow,-121111.46666666667,-29299.93333333332,-42423.33333333335,-5932.466666666667,5866.533333333335,30.0,2.0,31.0,60.0
325,19,free_recall,-82257.26666666666,-15924.699999999997,-55259.30000000002,-11617.466666666667,-9437.733333333334,41.0,2.0,31.0,60.0
326,19,hard,-97282.96666666667,-6712.3333333333285,-55502.03333333335,355.56666666666206,-1493.2333333333318,26.0,2.0,31.0,60.0
328,19,mindfulness,-126986.63333333333,-38458.633333333324,42056.09999999999,-3714.2000000000007,-5649.633333333332,45.0,2.0,31.0,60.0
329,20,art,-353504.5,-78543.30000000002,-20183.899999999998,-19849.1,-22070.43333333333,34.0,2.0,31.0,60.0
330,20,easy,-5587.599999999977,15522.566666666637,-2492.1666666666715,-933.5999999999985,-9695.099999999999,31.0,2.0,31.0,60.0
331,20,flow,347977.7333333334,216717.46666666662,91814.66666666666,10900.0,52313.10000000002,29.0,2.0,31.0,60.0
332,20,free_recall,-320604.06666666665,-79595.66666666669,-20259.93333333333,-8683.033333333333,-13545.533333333333,33.0,2.0,31.0,60.0
333,20,hard,341527.2666666667,114026.83333333333,43887.00000000001,24698.799999999996,22752.733333333337,26.0,2.0,31.0,60.0
335,20,mindfulness,-55875.36666666664,-61717.93333333335,-11104.966666666667,-9596.199999999997,-14966.833333333332,31.0,2.0,31.0,60.0
336,21,art,-102204.8,1671.8333333333285,8407.96666666667,20300.933333333338,21159.7,41.0,2.0,31.0,60.0
337,21,easy,40346.66666666663,11246.533333333333,2738.600000000002,-1564.6666666666642,4434.766666666667,36.0,2.0,31.0,60.0
338,21,flow,-11389.600000000006,30209.966666666667,33341.76666666666,2244.466666666671,30293.333333333332,23.0,2.0,31.0,60.0
339,21,free_recall,-184364.66666666666,-14008.533333333333,837.9666666666635,5060.633333333335,6001.566666666668,31.0,2.0,31.0,60.0
340,21,hard,-48515.5,13246.26666666667,8514.766666666666,3688.800000000003,7006.266666666667,19.0,2.0,31.0,60.0
342,21,mindfulness,161507.76666666666,45410.43333333334,44375.3,7288.733333333337,9504.366666666665,31.0,2.0,31.0,60.0
343,22,art,12169.400000000023,-3471.899999999998,-9501.099999999995,1148.966666666669,3156.8666666666677,37.0,2.0,31.0,60.0
344,22,easy,255098.93333333335,32688.13333333334,-5116.099999999995,24574.833333333336,23732.5,41.0,2.0,31.0,60.0
345,22,flow,-6026.533333333311,16639.1,-10177.66666666666,3477.4333333333325,2635.633333333334,40.0,2.0,31.0,60.0
346,22,free_recall,59668.13333333336,18670.63333333333,6399.466666666674,7664.533333333335,3859.000000000001,28.0,2.0,31.0,60.0
347,22,hard,-17982.199999999983,-4587.5,-8363.566666666666,869.3999999999996,1808.5666666666666,39.0,2.0,31.0,60.0
349,22,mindfulness,280843.60000000003,64796.63333333334,13848.500000000007,3412.300000000001,2839.0999999999995,41.0,2.0,31.0,60.0
350,23,art,85529.03333333344,47810.96666666666,-17061.699999999997,-8771.599999999999,-3139.899999999998,40.0,2.0,31.0,60.0
351,23,easy,127806.99999999988,387702.4666666667,57797.666666666686,-4532.800000000003,56667.96666666666,36.0,2.0,31.0,60.0
352,23,flow,95979.3666666667,120181.33333333333,13501.133333333346,-21327.93333333334,31003.46666666667,34.0,2.0,31.0,60.0
353,23,free_recall,20374.266666666605,33182.933333333334,-27598.899999999994,-3172.4333333333343,-1669.0,30.0,2.0,31.0,60.0
354,23,hard,-64965.733333333395,141044.56666666665,5842.200000000012,-15510.133333333339,31466.133333333335,22.0,2.0,31.0,60.0
356,23,mindfulness,-68139.09999999998,2344.266666666663,-27524.799999999996,-16887.333333333336,-5255.0999999999985,35.0,2.0,31.0,60.0
357,24,art,185710.69999999998,43851.36666666667,12277.166666666668,-5169.266666666665,2307.7666666666664,36.0,2.0,31.0,60.0
358,24,easy,84156.36666666664,30261.933333333334,11765.266666666666,11628.23333333333,11003.766666666666,33.0,2.0,31.0,60.0
359,24,flow,131552.53333333335,32728.03333333334,9258.833333333332,3452.5,2979.966666666667,31.0,2.0,31.0,60.0
360,24,free_recall,-35890.333333333314,-14529.066666666666,-15535.800000000001,-10293.266666666665,-2263.2333333333327,27.0,2.0,31.0,60.0
361,24,hard,246723.9,22786.700000000004,-1673.5666666666657,-5795.499999999998,-2076.0999999999995,25.0,2.0,31.0,60.0
363,24,mindfulness,-12020.06666666668,-11394.599999999999,-15017.566666666668,-10824.166666666666,-4033.9333333333334,34.0,2.0,31.0,60.0
364,25,art,-294017.6666666667,-32892.633333333346,-16396.566666666673,-5165.533333333333,-5660.866666666666,35.0,2.0,31.0,60.0
365,25,easy,179203.36666666658,-7976.93333333332,8890.833333333336,14662.5,453.53333333333467,29.0,2.0,31.0,60.0
366,25,flow,-46123.63333333342,32822.69999999998,-7895.5,1172.0,-1777.2999999999993,32.0,2.0,31.0,60.0
367,25,free_recall,-540653.8,-79933.86666666667,-6805.766666666663,-12486.966666666664,-8376.066666666666,34.0,2.0,31.0,60.0
368,25,hard,332705.33333333326,60071.76666666666,19214.9,19714.966666666667,1889.9666666666672,28.0,2.0,31.0,60.0
370,25,mindfulness,-50109.033333333326,5719.599999999991,-10140.23333333333,-5252.133333333331,-5978.366666666666,35.0,2.0,31.0,60.0
371,26,art,-111229.0,-5256.700000000001,43.9333333333343,-10762.033333333336,-5495.466666666667,31.0,2.0,31.0,60.0
372,26,easy,221249.23333333337,64536.03333333334,9195.06666666667,10467.899999999998,7576.733333333328,28.0,2.0,31.0,60.0
373,26,flow,-78713.79999999999,44013.600000000006,5945.4000000000015,-7403.966666666667,-5408.333333333334,26.0,2.0,31.0,60.0
374,26,free_recall,199422.36666666667,67241.46666666666,36380.866666666654,15286.93333333333,6775.966666666665,31.0,2.0,31.0,60.0
375,26,hard,-72431.43333333332,-955.7333333333372,-1254.4333333333343,-7309.5,-4577.033333333333,29.0,2.0,31.0,60.0
377,26,mindfulness,32989.36666666667,8238.699999999997,64000.8,-5255.433333333334,-661.1000000000004,24.0,2.0,31.0,60.0
378,27,art,-368444.0333333334,-83133.43333333335,-15227.866666666669,758.6000000000022,3150.3999999999996,45.0,2.0,31.0,60.0
379,27,easy,-409589.10000000003,-83425.83333333334,-18327.333333333332,-5287.199999999999,-118.53333333333376,37.0,2.0,31.0,60.0
380,27,flow,-337521.0666666667,-91123.16666666667,-27124.299999999996,-4324.833333333332,299.53333333333285,39.0,2.0,31.0,60.0
381,27,free_recall,-288217.1000000001,-65302.433333333334,-9774.53333333334,522.4000000000015,1388.1333333333332,43.0,2.0,31.0,60.0
382,27,hard,-290969.03333333344,-81572.76666666668,-25013.566666666666,-3384.5,350.5666666666666,22.0,2.0,31.0,60.0
384,27,mindfulness,5208.766666666605,-34383.500000000015,-10638.066666666666,877.0333333333328,588.5999999999995,24.0,2.0,31.0,60.0
385,28,art,2131.333333333314,18256.233333333334,508.03333333333285,-830.0333333333328,-2386.666666666666,42.0,2.0,31.0,60.0
386,28,easy,13901.033333333326,27404.233333333334,8860.066666666666,-3358.800000000003,-3832.2,32.0,2.0,31.0,60.0
387,28,flow,318794.9,76238.26666666665,24043.166666666664,20516.466666666667,1033.800000000001,38.0,2.0,31.0,60.0
388,28,free_recall,-65688.06666666668,2989.4333333333343,-1014.4333333333343,-8261.133333333333,-4696.966666666666,37.0,2.0,31.0,60.0
389,28,hard,180100.13333333333,29659.666666666668,3275.2999999999956,-7788.799999999999,-4308.066666666667,39.0,2.0,31.0,60.0
391,28,mindfulness,206687.2333333333,73634.20000000001,9472.199999999997,11311.533333333333,1872.6000000000022,36.0,2.0,31.0,60.0
392,1,art,106813.46666666667,-35129.36666666667,-52512.700000000004,-14507.066666666673,-2759.9333333333316,43.0,3.0,61.0,90.0
393,1,easy,64670.533333333326,-6659.0,-24054.93333333335,-11360.166666666668,-3001.7999999999984,38.0,3.0,61.0,90.0
394,1,flow,3698.3666666666686,-52840.53333333334,-57731.66666666667,-18341.233333333337,-3262.4333333333316,36.0,3.0,61.0,90.0
395,1,free_recall,194536.96666666665,35339.73333333332,-32353.000000000007,-6404.600000000006,-808.2333333333318,27.0,3.0,61.0,90.0
396,1,hard,538880.5,52332.066666666666,-4827.833333333343,-1807.4000000000087,-3063.1333333333314,27.0,3.0,61.0,90.0
398,1,mindfulness,349110.0333333333,102.39999999999418,-20684.16666666668,4766.299999999996,-4079.366666666665,36.0,3.0,61.0,90.0
399,2,art,-147359.53333333333,12253.800000000003,-37995.40000000001,-1658.2999999999993,-6721.866666666667,33.0,3.0,61.0,90.0
400,2,easy,-134978.36666666667,36487.23333333334,-44046.56666666667,-3771.5666666666657,-6960.5,40.0,3.0,61.0,90.0
401,2,flow,-69474.59999999999,25589.766666666663,-37939.8,457.6666666666679,-6702.933333333333,36.0,3.0,61.0,90.0
402,2,free_recall,-148589.23333333334,-26224.833333333332,7257.533333333326,-1618.9000000000015,-6185.533333333333,37.0,3.0,61.0,90.0
403,2,hard,-120037.33333333331,56260.26666666665,-39929.06666666667,-2814.5666666666657,-4997.4,37.0,3.0,61.0,90.0
405,2,mindfulness,-165409.8,-23092.433333333334,-1403.5333333333401,-2345.7666666666664,-5416.033333333333,40.0,3.0,61.0,90.0
406,3,art,47835.033333333326,34513.36666666667,-12159.666666666672,-2.399999999997817,-2915.133333333333,42.0,3.0,61.0,90.0
407,3,easy,19844.566666666666,31831.46666666666,-22720.56666666667,-3470.199999999999,-5233.3,33.0,3.0,61.0,90.0
408,3,flow,-17646.26666666667,10563.900000000001,-19964.700000000004,2861.6333333333314,-2559.7333333333336,39.0,3.0,61.0,90.0
409,3,free_recall,340725.36666666664,28885.63333333333,15620.900000000001,10631.166666666668,4162.4,39.0,3.0,61.0,90.0
410,3,hard,45092.33333333334,31181.09999999999,-19496.233333333337,6281.333333333336,1777.166666666666,33.0,3.0,61.0,90.0
412,3,mindfulness,157041.36666666667,39740.13333333333,13202.633333333331,4015.2999999999993,-1134.9333333333325,36.0,3.0,61.0,90.0
413,4,art,244364.76666666672,62359.26666666666,12796.53333333334,-12559.333333333332,-31807.699999999997,41.0,3.0,61.0,90.0
414,4,easy,-169421.36666666667,-27236.53333333334,-15611.5,37586.26666666666,-31975.5,35.0,3.0,61.0,90.0
415,4,flow,-221635.16666666666,1163.7666666666628,-21504.766666666663,-17387.2,-30997.1,37.0,3.0,61.0,90.0
416,4,free_recall,-310405.4666666667,-47908.36666666667,37016.06666666665,-16598.4,-32473.3,42.0,3.0,61.0,90.0
417,4,hard,-246403.5,8592.833333333314,-14070.366666666669,-16049.966666666667,-31738.199999999997,34.0,3.0,61.0,90.0
419,4,mindfulness,-304681.3333333334,-66429.06666666667,13624.433333333334,-20013.533333333333,-31650.899999999998,40.0,3.0,61.0,90.0
420,5,art,10880.93333333333,4359.733333333334,-31607.13333333333,7370.666666666664,3452.7666666666664,41.0,3.0,61.0,90.0
421,5,easy,333951.0,49569.16666666667,-22282.5,9793.166666666664,913.5666666666666,34.0,3.0,61.0,90.0
422,5,flow,97802.46666666666,39076.566666666666,-15442.466666666667,7497.333333333332,1635.666666666667,27.0,3.0,61.0,90.0
423,5,free_recall,106440.86666666667,20429.499999999996,-30585.200000000004,1114.5999999999985,286.6999999999998,28.0,3.0,61.0,90.0
424,5,hard,33911.7,12780.966666666667,-35083.066666666666,828.1666666666642,10.83333333333303,22.0,3.0,61.0,90.0
426,5,mindfulness,26323.733333333334,10627.399999999998,7907.899999999994,-226.63333333333503,279.5333333333333,42.0,3.0,61.0,90.0
427,6,art,55703.600000000006,26705.300000000003,20608.6,2713.2333333333336,-2080.133333333333,42.0,3.0,61.0,90.0
428,6,easy,58279.100000000006,24855.566666666666,16968.333333333336,7036.700000000001,630.0,39.0,3.0,61.0,90.0
429,6,flow,47396.433333333334,20357.0,12006.699999999999,-1636.9666666666672,-2480.133333333334,36.0,3.0,61.0,90.0
430,6,free_recall,74435.73333333334,24317.999999999993,12368.9,-5110.200000000001,-4508.900000000001,36.0,3.0,61.0,90.0
431,6,hard,154147.4333333333,27526.066666666666,47817.36666666667,42216.13333333333,7805.73333333333,36.0,3.0,61.0,90.0
433,6,mindfulness,-18949.7,13140.066666666668,22394.9,4342.799999999996,-804.3666666666668,41.0,3.0,61.0,90.0
434,7,art,-1836.3666666666686,983.8666666666686,-89510.89999999998,-1750.9000000000015,11293.3,39.0,3.0,61.0,90.0
435,7,easy,813358.5999999999,354404.5333333333,201676.5666666667,153093.4,89769.3,28.0,3.0,61.0,90.0
436,7,flow,897986.4666666667,158634.69999999995,-43641.59999999998,20316.166666666668,33352.4,33.0,3.0,61.0,90.0
437,7,free_recall,-55169.066666666666,-20269.0,-87278.23333333331,-3317.0333333333347,312.53333333333285,21.0,3.0,61.0,90.0
438,7,hard,326902.9666666667,76118.1,-82971.06666666665,8125.73333333333,25697.866666666665,31.0,3.0,61.0,90.0
440,7,mindfulness,26093.733333333337,-8180.233333333337,-33156.299999999974,-1612.300000000001,2296.1000000000004,25.0,3.0,61.0,90.0
441,8,art,-116795.13333333332,-80054.63333333333,-21471.600000000002,4750.433333333334,3133.166666666667,38.0,3.0,61.0,90.0
442,8,easy,196691.13333333336,-32155.266666666677,-1408.8000000000102,6196.833333333336,8166.066666666667,37.0,3.0,61.0,90.0
443,8,flow,61830.90000000001,32468.699999999983,-10148.5,5857.799999999999,4722.3,39.0,3.0,61.0,90.0
444,8,free_recall,-61563.79999999999,-79167.26666666666,25567.86666666666,499.3000000000011,2889.5666666666666,33.0,3.0,61.0,90.0
445,8,hard,303829.5333333334,-3383.833333333343,15837.69999999999,8586.100000000002,14609.133333333328,36.0,3.0,61.0,90.0
447,8,mindfulness,-53359.29999999999,-76239.93333333335,18481.63333333334,4673.733333333334,1348.5,44.0,3.0,61.0,90.0
448,9,art,4232.300000000047,34122.46666666667,-18253.23333333333,11093.5,9462.800000000001,40.0,3.0,61.0,90.0
449,9,easy,839292.1666666666,174740.6666666667,-2190.0666666666657,16817.36666666667,31306.13333333334,34.0,3.0,61.0,90.0
450,9,flow,984335.0666666668,191692.56666666668,29648.63333333334,48701.433333333334,30621.266666666663,32.0,3.0,61.0,90.0
451,9,free_recall,204328.56666666665,-10030.066666666658,16370.26666666667,4813.5333333333365,5166.233333333335,43.0,3.0,61.0,90.0
452,9,hard,708436.9666666666,259908.83333333334,44899.33333333335,64710.466666666674,40137.8,25.0,3.0,61.0,90.0
454,9,mindfulness,42310.9666666667,11470.566666666673,5332.666666666664,10164.466666666667,9239.833333333334,43.0,3.0,61.0,90.0
455,10,art,-108474.76666666665,-7938.5999999999985,7623.5999999999985,-359.4333333333343,-4477.5,36.0,3.0,61.0,90.0
456,10,easy,-64468.19999999998,-3916.4333333333343,-6645.133333333335,-3722.2999999999993,-11108.166666666666,39.0,3.0,61.0,90.0
457,10,flow,144740.76666666666,40964.46666666666,24102.1,1390.8999999999978,-5051.9333333333325,39.0,3.0,61.0,90.0
458,10,free_recall,-83706.66666666667,-5214.0999999999985,5675.0999999999985,60.599999999998545,-10543.8,38.0,3.0,61.0,90.0
459,10,hard,-38204.333333333314,31670.16666666667,15889.76666666667,-1055.6000000000022,-8790.833333333332,37.0,3.0,61.0,90.0
461,10,mindfulness,-107989.26666666665,-8594.633333333331,16458.0,461.4333333333343,-9552.666666666666,41.0,3.0,61.0,90.0
462,11,art,-82777.56666666665,-11801.366666666665,-3203.600000000002,-21109.766666666663,-19172.066666666666,45.0,3.0,61.0,90.0
463,11,easy,194072.90000000002,61117.66666666665,8313.699999999997,-9438.133333333331,-12580.533333333333,43.0,3.0,61.0,90.0
464,11,flow,-94027.46666666665,-14942.766666666663,-5099.200000000001,-15325.333333333332,-16484.2,43.0,3.0,61.0,90.0
465,11,free_recall,-63081.466666666645,-12474.266666666663,48804.99999999999,-11588.466666666664,-16831.066666666666,42.0,3.0,61.0,90.0
466,11,hard,-30391.53333333331,4220.9000000000015,-412.5,-13344.866666666669,-13949.233333333334,40.0,3.0,61.0,90.0
468,11,mindfulness,-77683.06666666665,-12629.699999999997,34229.23333333333,-15817.666666666664,-18109.833333333332,45.0,3.0,61.0,90.0
469,12,art,-44121.0,-20010.93333333334,-40316.6,-1030.2666666666682,-342.76666666666733,43.0,3.0,61.0,90.0
470,12,easy,84841.33333333334,9812.299999999996,-33882.566666666666,5232.5,2130.166666666666,30.0,3.0,61.0,90.0
471,12,flow,53715.66666666667,-8014.6666666666715,-33710.433333333334,5363.5,4828.666666666666,34.0,3.0,61.0,90.0
472,12,free_recall,87835.26666666666,-15880.366666666669,46231.16666666667,3770.2999999999993,-1130.0,38.0,3.0,61.0,90.0
473,12,hard,108711.96666666667,2361.933333333327,-27857.13333333333,6239.700000000001,8935.666666666666,22.0,3.0,61.0,90.0
475,12,mindfulness,-38044.16666666667,-9423.0,13194.399999999994,198.9333333333343,-1979.7666666666673,38.0,3.0,61.0,90.0
476,13,art,-352844.30000000005,-5856.833333333343,12275.900000000001,2927.600000000002,4470.433333333334,45.0,3.0,61.0,90.0
477,13,easy,-231776.8666666667,-16010.133333333346,6234.699999999997,-4132.23333333333,1036.9666666666672,40.0,3.0,61.0,90.0
478,13,flow,-215132.7333333334,15161.5,23850.799999999996,2695.0333333333365,1827.9000000000005,40.0,3.0,61.0,90.0
479,13,free_recall,-133064.40000000014,-28086.40000000001,686.3333333333321,-4282.766666666666,1858.166666666667,38.0,3.0,61.0,90.0
480,13,hard,-202357.46666666673,-5824.433333333334,12392.099999999999,-243.26666666666642,1819.4666666666672,37.0,3.0,61.0,90.0
482,13,mindfulness,-183117.60000000003,-7186.966666666674,10834.433333333334,5980.300000000003,3316.3,41.0,3.0,61.0,90.0
483,14,art,-14732.366666666669,-2611.26666666667,-17435.33333333334,7073.733333333332,2746.4333333333325,42.0,3.0,61.0,90.0
484,14,easy,15309.066666666666,9483.333333333328,-22323.16666666667,-853.9333333333361,-1189.3000000000002,40.0,3.0,61.0,90.0
485,14,flow,-45349.066666666666,-9687.0,-21166.100000000002,-661.9333333333361,-549.6333333333332,37.0,3.0,61.0,90.0
486,14,free_recall,-38414.4,-6718.633333333339,30717.799999999996,25.766666666666424,-1165.666666666667,35.0,3.0,61.0,90.0
487,14,hard,-27028.800000000003,-8041.566666666673,-26650.700000000004,-3937.2666666666682,-1229.666666666667,36.0,3.0,61.0,90.0
489,14,mindfulness,-28391.9,-8927.2,35226.43333333333,-1076.0333333333347,-793.166666666667,41.0,3.0,61.0,90.0
490,15,art,6645.0,9741.0,-15117.299999999996,637.7333333333336,-826.8000000000011,43.0,3.0,61.0,90.0
491,15,easy,87567.86666666665,29386.533333333333,-17292.5,5748.866666666669,3694.366666666667,37.0,3.0,61.0,90.0
492,15,flow,60776.500000000015,47568.59999999999,-12890.199999999997,7788.399999999998,-1817.4666666666653,35.0,3.0,61.0,90.0
493,15,free_recall,-45290.666666666664,-2761.4666666666744,27633.86666666666,1986.3999999999978,-911.7333333333318,40.0,3.0,61.0,90.0
494,15,hard,21190.13333333333,25000.199999999997,-15866.799999999996,3669.3333333333358,-1223.0333333333328,32.0,3.0,61.0,90.0
496,15,mindfulness,-29757.233333333337,-5847.433333333338,4430.76666666667,8120.366666666669,2681.133333333335,45.0,3.0,61.0,90.0
497,16,art,154667.29999999996,100689.43333333335,-16.03333333333285,20187.566666666666,6609.833333333332,45.0,3.0,61.0,90.0
498,16,easy,373197.80000000005,61016.79999999998,-1441.7666666666628,10808.666666666668,881.7666666666664,41.0,3.0,61.0,90.0
499,16,flow,191295.5,45347.53333333333,-17379.699999999997,8354.166666666668,775.0333333333328,45.0,3.0,61.0,90.0
500,16,free_recall,-52678.5,-1452.4333333333343,-19715.266666666666,-3909.4333333333325,-1860.2666666666669,45.0,3.0,61.0,90.0
501,16,hard,248815.56666666668,101505.9,3161.466666666667,13893.533333333333,2130.7999999999993,35.0,3.0,61.0,90.0
503,16,mindfulness,-46269.600000000006,-14363.433333333334,-21411.399999999998,-2163.4000000000015,908.4333333333334,45.0,3.0,61.0,90.0
504,17,art,11827.199999999953,4694.299999999988,-1075.5,699.7666666666664,7794.4000000000015,45.0,3.0,61.0,90.0
505,17,easy,-28920.800000000017,42598.0,21772.899999999994,11797.400000000005,6241.066666666666,37.0,3.0,61.0,90.0
506,17,flow,-149241.30000000002,-19499.733333333337,-11698.433333333338,1223.6666666666679,-879.9333333333325,26.0,3.0,61.0,90.0
507,17,free_recall,84738.69999999995,37447.5,27698.699999999997,4341.566666666666,2064.2666666666664,39.0,3.0,61.0,90.0
508,17,hard,-170032.1666666667,-29607.90000000001,-18757.000000000004,-2048.9666666666635,-4237.7,36.0,3.0,61.0,90.0
510,17,mindfulness,-141484.6666666667,-36375.30000000001,25997.46666666666,-16824.499999999996,-9049.033333333333,45.0,3.0,61.0,90.0
511,18,art,-54285.66666666665,-4357.0,-6962.833333333339,-2099.3999999999996,-2003.3666666666668,35.0,3.0,61.0,90.0
512,18,easy,7039.60000000002,9245.099999999999,-2898.0666666666693,-542.4333333333343,-2207.9333333333325,36.0,3.0,61.0,90.0
513,18,flow,80618.99999999997,38045.066666666666,4804.699999999997,19769.766666666666,9763.466666666667,36.0,3.0,61.0,90.0
514,18,free_recall,-46397.033333333326,3177.1666666666642,4708.299999999999,-135.66666666666424,-911.4666666666672,40.0,3.0,61.0,90.0
515,18,hard,-63334.26666666666,7513.300000000003,1020.6333333333314,15471.833333333332,7668.666666666664,36.0,3.0,61.0,90.0
517,18,mindfulness,-59290.89999999999,2114.833333333332,11354.999999999989,7429.433333333334,4096.0,41.0,3.0,61.0,90.0
518,19,art,-159038.33333333334,27769.06666666668,-64597.86666666667,-74.46666666666715,-3202.4666666666662,42.0,3.0,61.0,90.0
519,19,easy,113975.89999999997,40587.933333333334,-64516.46666666667,-1448.7333333333372,-2671.866666666666,42.0,3.0,61.0,90.0
520,19,flow,-156680.8666666667,-17556.93333333335,-62574.4,-4069.1000000000004,2050.5,30.0,3.0,61.0,90.0
521,19,free_recall,-105876.30000000002,-8041.333333333336,-70123.03333333334,-10318.266666666668,-6740.299999999999,41.0,3.0,61.0,90.0
522,19,hard,38930.70000000001,40680.09999999999,-61802.96666666667,7427.833333333332,5696.633333333333,26.0,3.0,61.0,90.0
524,19,mindfulness,-93999.80000000002,1707.3333333333285,34248.933333333334,-566.9666666666672,-4398.066666666666,45.0,3.0,61.0,90.0
525,20,art,-226908.5,-56557.96666666666,-14021.76666666667,-15260.96666666667,-11321.933333333334,34.0,3.0,61.0,90.0
526,20,easy,215699.03333333333,17426.60000000002,19580.56666666666,2756.3666666666613,-2518.73333333333,31.0,3.0,61.0,90.0
527,20,flow,802593.5,219074.0,70029.5,6604.033333333333,61992.26666666668,29.0,3.0,61.0,90.0
528,20,free_recall,-16949.533333333326,5503.900000000023,-4424.73333333333,-154.13333333333867,3745.5000000000073,33.0,3.0,61.0,90.0
529,20,hard,529735.0333333334,122883.79999999997,52931.36666666666,16079.23333333333,10743.300000000003,26.0,3.0,61.0,90.0
531,20,mindfulness,31524.266666666663,-8435.566666666666,-5061.3333333333285,-4411.0,-10368.933333333334,31.0,3.0,61.0,90.0
532,21,art,29394.56666666665,-605.9333333333343,-15421.733333333337,14207.23333333333,14587.699999999999,41.0,3.0,61.0,90.0
533,21,easy,63173.56666666665,24356.13333333333,-5233.933333333334,-3455.4333333333343,-2047.2333333333336,36.0,3.0,61.0,90.0
534,21,flow,188898.79999999996,61842.10000000002,10004.699999999997,-887.5,10130.333333333334,23.0,3.0,61.0,90.0
535,21,free_recall,-101172.80000000002,-8183.966666666667,-18390.666666666668,-327.40000000000146,-2772.0666666666657,31.0,3.0,61.0,90.0
536,21,hard,51510.0,17165.666666666664,-10583.066666666673,-529.0999999999985,-610.6000000000004,19.0,3.0,61.0,90.0
538,21,mindfulness,-11907.966666666674,31634.53333333334,29549.36666666666,3444.4000000000015,-2028.1000000000004,31.0,3.0,61.0,90.0
539,22,art,121784.26666666666,3370.8666666666686,-32.03333333332921,15106.199999999993,13013.53333333333,37.0,3.0,61.0,90.0
540,22,easy,141770.56666666665,6501.1666666666715,14728.600000000006,18019.7,13682.100000000002,41.0,3.0,61.0,90.0
541,22,flow,-46927.466666666645,5610.566666666673,4902.433333333338,5177.833333333332,3088.7666666666673,40.0,3.0,61.0,90.0
